date,M1: realised_demand,M2: scheduled_demand,M3: shifted_load,M4: total_generation,M5: savings_on_ToD,M6: energy_costs
2021-01-20,"{'hh3_consumption [kWh]_1': 35.993456756394856, 'hh3_consumption [kWh]_2': 35.993456756394856, 'Office 1_3': 698.8968, 'Office 2_5': 576.8936000000001, 'school_mbo_7': 2567.1366666666663, 'EV_bus_charging_station_8': 394867.2901105812}","{'hh3_consumption [kWh]_1': 35.993456756394856, 'hh3_consumption [kWh]_2': 35.993456756394856, 'Office 1_3': 1362.1, 'Office 2_5': 1155.9, 'school_mbo_7': 2567.1366666666663, 'EV_bus_charging_station_8': 394867.2901105812}","{""hh3_consumption [kWh]_1"": 0.31516229621499603, ""hh3_consumption [kWh]_2"": 0.3836396375682263, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 42.223303696234325, ""EV_bus_charging_station_8"": 5403.924914747367}","{""<class 'model.agents.Solar'>"": 49136.889599999995}","{""hh3_consumption [kWh]_1"": 0.09132773019718154, ""hh3_consumption [kWh]_2"": 0.1111710941745206, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 12.235468945094782, ""EV_bus_charging_station_8"": 1565.9493617954922}","{""hh3_consumption [kWh]_1"": 11.330704446813307, ""hh3_consumption [kWh]_2"": 11.330704446813307, ""Office 1_3"": 203.42683525194516, ""Office 2_5"": 168.0727479559452, ""school_mbo_7"": 744.805383814612, ""EV_bus_charging_station_8"": 114425.5438487922}"
2021-01-21,"{'hh3_consumption [kWh]_1': 37.001157450689185, 'hh3_consumption [kWh]_2': 37.20140184184389, 'Office 1_3': 708.58624, 'Office 2_5': 550.97248, 'school_mbo_7': 2575.695855402687, 'EV_bus_charging_station_8': 407400.0}","{'hh3_consumption [kWh]_1': 37.001157450689185, 'hh3_consumption [kWh]_2': 37.20140184184389, 'Office 1_3': 1397.5, 'Office 2_5': 1113.8999999999999, 'school_mbo_7': 2575.695855402687, 'EV_bus_charging_station_8': 407400.0}","{""hh3_consumption [kWh]_1"": 0.37144954830657184, ""hh3_consumption [kWh]_2"": 0.3760616153796148, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 60.55261553589486, ""EV_bus_charging_station_8"": 5403.924914747367}","{""<class 'model.agents.Solar'>"": 54817.72128}","{""hh3_consumption [kWh]_1"": 0.10763865010827839, ""hh3_consumption [kWh]_2"": 0.10897513490470478, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 17.546936929991613, ""EV_bus_charging_station_8"": 1565.9493617954922}","{""hh3_consumption [kWh]_1"": 11.622715954005919, ""hh3_consumption [kWh]_2"": 11.680742773674728, ""Office 1_3"": 206.23464117514519, ""Office 2_5"": 160.5613258023452, ""school_mbo_7"": 747.2856655265359, ""EV_bus_charging_station_8"": 118057.27252054794}"
2021-01-22,"{'hh3_consumption [kWh]_1': 37.02518801796055, 'hh3_consumption [kWh]_2': 37.14997869302475, 'Office 1_3': 815.69968, 'Office 2_5': 585.99936, 'school_mbo_7': 2567.1366666666663, 'EV_bus_charging_station_8': 411513.9924352387}","{'hh3_consumption [kWh]_1': 37.02518801796055, 'hh3_consumption [kWh]_2': 37.14997869302475, 'Office 1_3': 1485.2, 'Office 2_5': 1108.9, 'school_mbo_7': 2567.1366666666663, 'EV_bus_charging_station_8': 411513.9924352387}","{""hh3_consumption [kWh]_1"": 0.39590702547788714, ""hh3_consumption [kWh]_2"": 0.3760616153796148, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 60.55261553589486, ""EV_bus_charging_station_8"": 5601.12983855779}","{""<class 'model.agents.Solar'>"": 56956.08096}","{""hh3_consumption [kWh]_1"": 0.11472593784298213, ""hh3_consumption [kWh]_2"": 0.10897513490470478, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 17.546936929991613, ""EV_bus_charging_station_8"": 1623.0954046172762}","{""hh3_consumption [kWh]_1"": 11.629679531789815, ""hh3_consumption [kWh]_2"": 11.665841373609915, ""Office 1_3"": 237.2739738183452, ""Office 2_5"": 170.7114150887452, ""school_mbo_7"": 744.805383814612, ""EV_bus_charging_station_8"": 119249.4252484314}"
2021-01-23,"{'hh3_consumption [kWh]_1': 37.19339794307727, 'hh3_consumption [kWh]_2': 37.14997869302475, 'Office 1_3': 594.9421600000001, 'Office 2_5': 347.28432, 'school_mbo_7': 2567.1366666666663, 'EV_bus_charging_station_8': 409465.9477154609}","{'hh3_consumption [kWh]_1': 37.19339794307727, 'hh3_consumption [kWh]_2': 37.14997869302475, 'Office 1_3': 778.5999999999999, 'Office 2_5': 452.9, 'school_mbo_7': 2567.1366666666663, 'EV_bus_charging_station_8': 409465.9477154609}","{""hh3_consumption [kWh]_1"": 0.21710295389831025, ""hh3_consumption [kWh]_2"": 0.3760616153796148, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 60.55261553589486, ""EV_bus_charging_station_8"": 6670.42984804474}","{""<class 'model.agents.Solar'>"": 47386.313519999996}","{""hh3_consumption [kWh]_1"": 0.06291209398065234, ""hh3_consumption [kWh]_2"": 0.10897513490470478, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 17.546936929991613, ""EV_bus_charging_station_8"": 1932.9571613664048}","{""hh3_consumption [kWh]_1"": 11.67842340389014, ""hh3_consumption [kWh]_2"": 11.665841373609915, ""Office 1_3"": 173.3028596727452, ""Office 2_5"": 101.5365707975452, ""school_mbo_7"": 744.805383814612, ""EV_bus_charging_station_8"": 118655.94284953421}"
2021-01-24,"{'hh3_consumption [kWh]_1': 37.134687404746, 'hh3_consumption [kWh]_2': 37.14997869302475, 'Office 1_3': 569.2996, 'Office 2_5': 340.6992, 'school_mbo_7': 3015.718328266332, 'EV_bus_charging_station_8': 408918.52729435265}","{'hh3_consumption [kWh]_1': 37.134687404746, 'hh3_consumption [kWh]_2': 37.14997869302475, 'Office 1_3': 792.4, 'Office 2_5': 406.2, 'school_mbo_7': 3015.718328266332, 'EV_bus_charging_station_8': 408918.52729435265}","{""hh3_consumption [kWh]_1"": 0.30510688418872833, ""hh3_consumption [kWh]_2"": 0.3760616153796148, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 74.15778687772689, ""EV_bus_charging_station_8"": 6942.523550501974}","{""<class 'model.agents.Solar'>"": 62713.92120000001}","{""hh3_consumption [kWh]_1"": 0.0884138729002097, ""hh3_consumption [kWh]_2"": 0.10897513490470478, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 21.489443481427696, ""EV_bus_charging_station_8"": 2011.8044744644617}","{""hh3_consumption [kWh]_1"": 11.661410264092503, ""hh3_consumption [kWh]_2"": 11.665841373609915, ""Office 1_3"": 165.8721586359452, ""Office 2_5"": 99.62833472394519, ""school_mbo_7"": 874.7953777129628, ""EV_bus_charging_station_8"": 118497.31135990545}"
2021-01-25,"{'hh3_consumption [kWh]_1': 37.09084688120834, 'hh3_consumption [kWh]_2': 37.14997869302475, 'Office 1_3': 840.4994399999999, 'Office 2_5': 626.39888, 'school_mbo_7': 3035.1499999999996, 'EV_bus_charging_station_8': 385800.0}","{'hh3_consumption [kWh]_1': 37.09084688120834, 'hh3_consumption [kWh]_2': 37.14997869302475, 'Office 1_3': 1555.0, 'Office 2_5': 1164.1, 'school_mbo_7': 3035.1499999999996, 'EV_bus_charging_station_8': 385800.0}","{""hh3_consumption [kWh]_1"": 0.37298292314836745, ""hh3_consumption [kWh]_2"": 0.3760616153796148, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 74.15778687772689, ""EV_bus_charging_station_8"": 6942.523550501974}","{""<class 'model.agents.Solar'>"": 56179.20168}","{""hh3_consumption [kWh]_1"": 0.10808299146993391, ""hh3_consumption [kWh]_2"": 0.10897513490470478, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 21.489443481427696, ""EV_bus_charging_station_8"": 2011.8044744644617}","{""hh3_consumption [kWh]_1"": 11.648706157181758, ""hh3_consumption [kWh]_2"": 11.665841373609915, ""Office 1_3"": 244.4604482711452, ""Office 2_5"": 182.4183879943452, ""school_mbo_7"": 880.4262875479453, ""EV_bus_charging_station_8"": 111798.02452054793}"
2021-01-26,"{'hh3_consumption [kWh]_1': 35.923559700735765, 'hh3_consumption [kWh]_2': 35.993456756394856, 'Office 1_3': 907.91608, 'Office 2_5': 697.63216, 'school_mbo_7': 2527.9701009077626, 'EV_bus_charging_station_8': 405720.0}","{'hh3_consumption [kWh]_1': 35.923559700735765, 'hh3_consumption [kWh]_2': 35.993456756394856, 'Office 1_3': 1555.6, 'Office 2_5': 1183.6, 'school_mbo_7': 2527.9701009077626, 'EV_bus_charging_station_8': 405720.0}","{""hh3_consumption [kWh]_1"": 0.4180448503508365, ""hh3_consumption [kWh]_2"": 0.3760616153796148, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 72.67986318689154, ""EV_bus_charging_station_8"": 6942.523550501974}","{""<class 'model.agents.Solar'>"": 57830.29176000001}","{""hh3_consumption [kWh]_1"": 0.12114103673466539, ""hh3_consumption [kWh]_2"": 0.10897513490470478, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 21.06117075429743, ""EV_bus_charging_station_8"": 2011.8044744644617}","{""hh3_consumption [kWh]_1"": 11.310449678024415, ""hh3_consumption [kWh]_2"": 11.330704446813307, ""Office 1_3"": 263.9964422103452, ""Office 2_5"": 203.06036787274522, ""school_mbo_7"": 733.4556963889968, ""EV_bus_charging_station_8"": 117570.44212054794}"
2021-01-27,"{'hh3_consumption [kWh]_1': 35.99832972333708, 'hh3_consumption [kWh]_2': 35.993456756394856, 'Office 1_3': 985.3043200000001, 'Office 2_5': 651.40864, 'school_mbo_7': 2530.7130826452044, 'EV_bus_charging_station_8': 423480.0}","{'hh3_consumption [kWh]_1': 35.99832972333708, 'hh3_consumption [kWh]_2': 35.993456756394856, 'Office 1_3': 1637.9999999999998, 'Office 2_5': 1163.1, 'school_mbo_7': 2530.7130826452044, 'EV_bus_charging_station_8': 423480.0}","{""hh3_consumption [kWh]_1"": 0.30766749743316435, ""hh3_consumption [kWh]_2"": 0.3760616153796148, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 73.46907992359817, ""EV_bus_charging_station_8"": 6942.523550501974}","{""<class 'model.agents.Solar'>"": 58686.58704}","{""hh3_consumption [kWh]_1"": 0.08915588740618235, ""hh3_consumption [kWh]_2"": 0.10897513490470478, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 21.289869980260278, ""EV_bus_charging_station_8"": 2011.8044744644617}","{""hh3_consumption [kWh]_1"": 11.332116535173824, ""hh3_consumption [kWh]_2"": 11.330704446813307, ""Office 1_3"": 286.4220063975452, ""Office 2_5"": 189.66571624714518, ""school_mbo_7"": 734.2505576368726, ""EV_bus_charging_station_8"": 122716.93492054795}"
2021-01-28,"{'hh3_consumption [kWh]_1': 37.14997869302475, 'hh3_consumption [kWh]_2': 37.14997869302475, 'Office 1_3': 863.9960799999999, 'Office 2_5': 484.39216000000005, 'school_mbo_7': 2539.460466459495, 'EV_bus_charging_station_8': 401400.0}","{'hh3_consumption [kWh]_1': 37.14997869302475, 'hh3_consumption [kWh]_2': 37.14997869302475, 'Office 1_3': 1631.8000000000002, 'Office 2_5': 967.8, 'school_mbo_7': 2539.460466459495, 'EV_bus_charging_station_8': 401400.0}","{""hh3_consumption [kWh]_1"": 0.30766749743316435, ""hh3_consumption [kWh]_2"": 0.3760616153796148, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 65.90583280428217, ""EV_bus_charging_station_8"": 6942.523550501974}","{""<class 'model.agents.Solar'>"": 80490.25175999998}","{""hh3_consumption [kWh]_1"": 0.08915588740618235, ""hh3_consumption [kWh]_2"": 0.10897513490470478, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 19.098192230024885, ""EV_bus_charging_station_8"": 2011.8044744644617}","{""hh3_consumption [kWh]_1"": 11.665841373609915, ""hh3_consumption [kWh]_2"": 11.665841373609915, ""Office 1_3"": 251.2693046103452, ""Office 2_5"": 141.26768067274523, ""school_mbo_7"": 736.7853745185778, ""EV_bus_charging_station_8"": 116318.59252054794}"
2021-01-29,"{'hh3_consumption [kWh]_1': 37.14997869302475, 'hh3_consumption [kWh]_2': 37.16817048142641, 'Office 1_3': 806.3650399999999, 'Office 2_5': 476.23008000000004, 'school_mbo_7': 2531.521537869906, 'EV_bus_charging_station_8': 410880.2163947025}","{'hh3_consumption [kWh]_1': 37.14997869302475, 'hh3_consumption [kWh]_2': 37.16817048142641, 'Office 1_3': 1516.9, 'Office 2_5': 892.8, 'school_mbo_7': 2531.521537869906, 'EV_bus_charging_station_8': 410880.2163947025}","{""hh3_consumption [kWh]_1"": 0.30766749743316435, ""hh3_consumption [kWh]_2"": 0.3362413687260575, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 63.321262586711214, ""EV_bus_charging_station_8"": 4171.566774653573}","{""<class 'model.agents.Solar'>"": 83162.02488}","{""hh3_consumption [kWh]_1"": 0.08915588740618235, ""hh3_consumption [kWh]_2"": 0.09743602382943692, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 18.349235472377174, ""EV_bus_charging_station_8"": 1208.8366199591123}","{""hh3_consumption [kWh]_1"": 11.665841373609915, ""hh3_consumption [kWh]_2"": 11.671112990052952, ""Office 1_3"": 234.5689818391452, ""Office 2_5"": 138.90247313034521, ""school_mbo_7"": 734.4848317918867, ""EV_bus_charging_station_8"": 119065.76962740482}"
2021-01-30,"{'hh3_consumption [kWh]_1': 37.14997869302475, 'hh3_consumption [kWh]_2': 37.14997869302475, 'Office 1_3': 601.8764, 'Office 2_5': 344.3256, 'school_mbo_7': 2558.6590655056357, 'EV_bus_charging_station_8': 421440.0}","{'hh3_consumption [kWh]_1': 37.14997869302475, 'hh3_consumption [kWh]_2': 37.14997869302475, 'Office 1_3': 845.2, 'Office 2_5': 440.79999999999995, 'school_mbo_7': 2558.6590655056357, 'EV_bus_charging_station_8': 421440.0}","{""hh3_consumption [kWh]_1"": 0.30766749743316435, ""hh3_consumption [kWh]_2"": 0.3362413687260575, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 66.41520567905775, ""EV_bus_charging_station_8"": 4171.566774653573}","{""<class 'model.agents.Solar'>"": 61726.0308}","{""hh3_consumption [kWh]_1"": 0.08915588740618235, ""hh3_consumption [kWh]_2"": 0.09743602382943692, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 19.245798301677354, ""EV_bus_charging_station_8"": 1208.8366199591123}","{""hh3_consumption [kWh]_1"": 11.665841373609915, ""hh3_consumption [kWh]_2"": 11.665841373609915, ""Office 1_3"": 175.31226373994517, ""Office 2_5"": 100.67919291594521, ""school_mbo_7"": 742.3487445501685, ""EV_bus_charging_station_8"": 122125.78372054796}"
2021-01-31,"{'hh3_consumption [kWh]_1': 37.01843011482195, 'hh3_consumption [kWh]_2': 37.17575817439483, 'Office 1_3': 755.93816, 'Office 2_5': 339.82912, 'school_mbo_7': 2990.0934638599842, 'EV_bus_charging_station_8': 409080.0}","{'hh3_consumption [kWh]_1': 37.01843011482195, 'hh3_consumption [kWh]_2': 37.17575817439483, 'Office 1_3': 1037.0, 'Office 2_5': 388.8, 'school_mbo_7': 2990.0934638599842, 'EV_bus_charging_station_8': 409080.0}","{""hh3_consumption [kWh]_1"": 0.3605863951506394, ""hh3_consumption [kWh]_2"": 0.23229051990253824, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 82.32909620492501, ""EV_bus_charging_station_8"": 4171.566774653573}","{""<class 'model.agents.Solar'>"": 89421.72552}","{""hh3_consumption [kWh]_1"": 0.10449072558675228, ""hh3_consumption [kWh]_2"": 0.06731314685735754, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 23.857325498263165, ""EV_bus_charging_station_8"": 1208.8366199591123}","{""hh3_consumption [kWh]_1"": 11.627721226618313, ""hh3_consumption [kWh]_2"": 11.67331175172134, ""Office 1_3"": 219.95628055274523, ""Office 2_5"": 99.3762029415452, ""school_mbo_7"": 867.3698045052915, ""EV_bus_charging_station_8"": 118544.10292054793}"
2021-02-01,"{'hh3_consumption [kWh]_1': 55.52979891536417, 'hh3_consumption [kWh]_2': 55.70239677122986, 'Office 1_3': 427.57624, 'Office 2_5': 304.85248, 'school_mbo_7': 1941.17, 'EV_bus_charging_station_8': 425160.0}","{'hh3_consumption [kWh]_1': 55.52979891536417, 'hh3_consumption [kWh]_2': 55.70239677122986, 'Office 1_3': 637.7, 'Office 2_5': 445.1, 'school_mbo_7': 1941.17, 'EV_bus_charging_station_8': 425160.0}","{""hh3_consumption [kWh]_1"": 0.640965179706031, ""hh3_consumption [kWh]_2"": 0.41272733208092394, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 82.32909620492501, ""EV_bus_charging_station_8"": 4171.566774653573}","{""<class 'model.agents.Solar'>"": 48009.43128}","{""hh3_consumption [kWh]_1"": 0.19061022514097947, ""hh3_consumption [kWh]_2"": 0.12273685401422516, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 24.4830266294206, ""EV_bus_charging_station_8"": 1240.5405274464792}","{""hh3_consumption [kWh]_1"": 17.41473927268387, ""hh3_consumption [kWh]_2"": 17.46606642306121, ""Office 1_3"": 128.05390992243287, ""Office 2_5"": 91.55831817363288, ""school_mbo_7"": 578.1664222712329, ""EV_bus_charging_station_8"": 126434.98208767125}"
2021-02-02,"{'hh3_consumption [kWh]_1': 52.64004619818505, 'hh3_consumption [kWh]_2': 52.73695266464, 'Office 1_3': 888.13368, 'Office 2_5': 548.16736, 'school_mbo_7': 2420.3015789473684, 'EV_bus_charging_station_8': 405600.0}","{'hh3_consumption [kWh]_1': 52.64004619818505, 'hh3_consumption [kWh]_2': 52.73695266464, 'Office 1_3': 1561.0, 'Office 2_5': 1017.4, 'school_mbo_7': 2420.3015789473684, 'EV_bus_charging_station_8': 405600.0}","{""hh3_consumption [kWh]_1"": 0.5444601719210151, ""hh3_consumption [kWh]_2"": 0.41272733208092394, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 82.32909620492501, ""EV_bus_charging_station_8"": 4171.566774653573}","{""<class 'model.agents.Solar'>"": 62480.29896000001}","{""hh3_consumption [kWh]_1"": 0.16191156592587147, ""hh3_consumption [kWh]_2"": 0.12273685401422516, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 24.4830266294206, ""EV_bus_charging_station_8"": 1240.5405274464792}","{""hh3_consumption [kWh]_1"": 16.555384609649142, ""hh3_consumption [kWh]_2"": 16.58420265464352, ""Office 1_3"": 265.01448142963284, ""Office 2_5"": 163.91529718803284, ""school_mbo_7"": 720.6505712186014, ""EV_bus_charging_station_8"": 120618.22928767123}"
2021-02-03,"{'hh3_consumption [kWh]_1': 52.73695266464, 'hh3_consumption [kWh]_2': 52.73695266464, 'Office 1_3': 847.45096, 'Office 2_5': 529.20192, 'school_mbo_7': 2420.3015789473684, 'EV_bus_charging_station_8': 417820.06923062226}","{'hh3_consumption [kWh]_1': 52.73695266464, 'hh3_consumption [kWh]_2': 52.73695266464, 'Office 1_3': 1506.8999999999999, 'Office 2_5': 876.4, 'school_mbo_7': 2420.3015789473684, 'EV_bus_charging_station_8': 417820.06923062226}","{""hh3_consumption [kWh]_1"": 0.5444601719210151, ""hh3_consumption [kWh]_2"": 0.41272733208092394, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 82.32909620492501, ""EV_bus_charging_station_8"": 4388.378579176773}","{""<class 'model.agents.Solar'>"": 54030.38712}","{""hh3_consumption [kWh]_1"": 0.16191156592587147, ""hh3_consumption [kWh]_2"": 0.12273685401422516, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 24.4830266294206, ""EV_bus_charging_station_8"": 1305.0160218755889}","{""hh3_consumption [kWh]_1"": 16.58420265464352, ""hh3_consumption [kWh]_2"": 16.58420265464352, ""Office 1_3"": 252.9162541560329, ""Office 2_5"": 158.27535464083286, ""school_mbo_7"": 720.6505712186014, ""EV_bus_charging_station_8"": 124252.23347547368}"
2021-02-04,"{'hh3_consumption [kWh]_1': 55.66069823167676, 'hh3_consumption [kWh]_2': 55.91152503622065, 'Office 1_3': 963.9653599999999, 'Office 2_5': 666.83072, 'school_mbo_7': 2420.3015789473684, 'EV_bus_charging_station_8': 412445.47573794384}","{'hh3_consumption [kWh]_1': 55.66069823167676, 'hh3_consumption [kWh]_2': 55.91152503622065, 'Office 1_3': 1481.4, 'Office 2_5': 961.5999999999999, 'school_mbo_7': 2420.3015789473684, 'EV_bus_charging_station_8': 412445.47573794384}","{""hh3_consumption [kWh]_1"": 0.47621084349179066, ""hh3_consumption [kWh]_2"": 0.5552655078939979, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 82.32909620492501, ""EV_bus_charging_station_8"": 6387.543371444048}","{""<class 'model.agents.Solar'>"": 49149.52392000001}","{""hh3_consumption [kWh]_1"": 0.1416155806375887, ""hh3_consumption [kWh]_2"": 0.1651248567375171, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 24.4830266294206, ""EV_bus_charging_station_8"": 1899.527647800031}","{""hh3_consumption [kWh]_1"": 17.45366611136891, ""hh3_consumption [kWh]_2"": 17.52825698650417, ""Office 1_3"": 287.5653064280329, ""Office 2_5"": 199.20340718483286, ""school_mbo_7"": 720.6505712186014, ""EV_bus_charging_station_8"": 122653.93686262098}"
2021-02-05,"{'hh3_consumption [kWh]_1': 55.51929299040546, 'hh3_consumption [kWh]_2': 55.9858181832258, 'Office 1_3': 280.81792, 'Office 2_5': 283.89455999999996, 'school_mbo_7': 2436.0113063546446, 'EV_bus_charging_station_8': 423094.4000822373}","{'hh3_consumption [kWh]_1': 55.51929299040546, 'hh3_consumption [kWh]_2': 55.9858181832258, 'Office 1_3': 401.29999999999995, 'Office 2_5': 291.5, 'school_mbo_7': 2436.0113063546446, 'EV_bus_charging_station_8': 423094.4000822373}","{""hh3_consumption [kWh]_1"": 0.7505470325895836, ""hh3_consumption [kWh]_2"": 0.5362775641738118, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 46.13242118276213, ""EV_bus_charging_station_8"": 4764.38992954202}","{""<class 'model.agents.Solar'>"": 78157.92624}","{""hh3_consumption [kWh]_1"": 0.22319767655149036, ""hh3_consumption [kWh]_2"": 0.15947822203400813, ""Office 1_3"": 0.0, ""Office 2_5"": 0.0, ""school_mbo_7"": 13.7188594113298, ""EV_bus_charging_station_8"": 1416.8342772472056}","{""hh3_consumption [kWh]_1"": 17.41161502071965, ""hh3_consumption [kWh]_2"": 17.55035028256056, ""Office 1_3"": 84.41092072083286, ""Office 2_5"": 85.32585192403288, ""school_mbo_7"": 725.3223299549772, ""EV_bus_charging_station_8"": 125820.71398412698}"
